sample_id,true_digit,is_anomaly,reconstruction_loss,leaf_assignment
248,4,0,69.75365,7
249,1,0,48.83985,1
250,5,0,82.58104,4
251,3,0,68.165695,2
252,9,0,70.532875,1
253,3,0,79.32405,2
254,9,0,91.938,9
255,0,0,96.79096,4
256,7,1,132.91066,3
257,2,1,297.6422,4
258,1,1,59.320213,1
259,0,1,191.83847,5
260,4,1,157.69566,7
261,1,1,61.677883,1
262,4,1,206.87408,3
263,9,1,182.06693,3
264,5,1,363.24615,6
265,9,1,156.0475,1
266,0,1,143.16914,4
267,6,1,317.3399,6
268,9,1,116.07089,3
269,0,1,120.09395,4
270,1,1,81.40135,3
271,5,1,268.66476,4
272,9,1,187.91641,7
273,7,1,131.9279,3
274,3,1,550.4253,9
275,4,1,103.89944,7
276,9,1,140.81667,1
277,6,1,137.25037,6
278,6,1,279.38733,6
279,5,1,248.81,7
280,4,1,145.0546,7
281,0,1,355.48465,4
282,7,1,116.590546,3
283,4,1,131.96321,7
284,0,1,157.53003,5
285,1,1,52.403687,3
286,3,1,127.595566,2
287,1,1,54.77258,3
288,3,1,119.41887,2
289,4,1,314.1277,6
290,7,1,198.76807,0
291,2,1,315.7883,9
292,7,1,155.36331,3
293,1,1,48.865227,3
294,2,1,207.85826,4
295,1,1,63.500874,1
296,1,1,41.12402,1
297,7,1,148.49742,3
298,4,1,148.5332,7
299,2,1,228.98695,9
300,3,1,131.43877,2
301,5,1,205.55666,9
302,1,1,80.451126,3
303,2,1,226.6361,7
304,4,1,225.10602,3
305,4,1,198.38422,7
306,6,1,108.98967,6
307,3,1,335.2449,3
308,5,1,238.88063,7
309,5,1,293.68765,9
310,6,1,367.68103,9
311,0,1,174.7679,5
312,4,1,172.70612,7
313,1,1,51.46913,1
314,9,1,147.42722,3
315,5,1,152.53941,7
316,7,1,162.97005,3
317,8,1,267.61713,8
318,9,1,167.98541,7
319,3,1,212.07994,8
320,7,1,434.89188,3
321,4,1,123.46811,3
322,6,1,350.86957,6
323,4,1,214.63612,7
324,3,1,163.07646,2
325,0,1,162.21394,4
326,7,1,173.72704,3
327,0,1,116.69268,4
328,2,1,293.12692,4
329,9,1,123.95,0
330,1,1,76.96006,3
331,7,1,223.70726,3
332,3,1,145.59796,2
333,2,1,257.9658,3
334,9,1,144.17657,1
335,7,1,204.13683,0
336,7,1,129.225,3
337,6,1,128.91898,6
338,2,1,291.09518,8
339,7,1,98.7625,3
340,8,1,324.49228,9
341,4,1,184.70964,7
342,7,1,167.13872,0
343,3,1,239.24324,3
344,6,1,198.09409,6
345,1,1,69.90876,1
346,3,1,147.11156,2
347,6,1,103.52382,6
348,9,1,113.870865,7
349,3,1,124.30163,2
350,1,1,71.0278,3
351,4,1,475.20895,6
352,1,1,82.04922,3
353,7,1,327.6512,1
354,6,1,193.70639,6
355,9,1,239.88951,7
356,6,1,195.57623,6
357,0,1,136.37195,4
358,5,1,466.29822,3
359,4,1,214.73941,7
360,9,1,212.11505,9
361,9,1,164.12027,7
362,2,1,371.23746,9
363,1,1,83.64698,8
364,9,1,126.11457,3
365,4,1,159.36192,7
366,8,1,136.84023,8
367,7,1,94.24187,0
368,3,1,145.17032,2
369,9,1,119.61187,3
370,7,1,166.49771,3
371,4,1,128.57733,7
372,4,1,114.90638,3
373,4,1,290.26605,9
374,9,1,176.24512,7
375,2,1,309.49112,7
376,5,1,297.23816,5
377,4,1,187.37045,7
378,7,1,120.234055,3
379,6,1,127.61843,6
380,7,1,209.95525,3
381,9,1,146.3551,7
382,0,1,278.5676,4
383,5,1,183.77269,9
384,8,1,194.13957,8
385,5,1,188.49829,9
386,6,1,129.3109,6
387,6,1,190.42766,6
388,5,1,326.0044,9
389,7,1,238.21178,3
390,8,1,150.8237,8
391,1,1,54.94917,1
392,0,1,145.71385,4
393,1,1,59.42848,0
394,6,1,201.90187,6
395,4,1,178.5178,7
396,6,1,112.005165,6
397,7,1,184.21605,3
398,3,1,242.26515,3
399,1,1,47.15409,1
400,7,1,165.14388,1
401,1,1,49.172127,3
402,8,1,330.01013,7
403,2,1,476.59332,7
404,0,1,159.36292,5
405,2,1,242.03534,9
406,9,1,162.8233,7
407,9,1,366.2969,9
408,5,1,218.86359,7
409,5,1,168.44696,4
410,1,1,72.35058,3
411,5,1,191.52634,9
412,6,1,237.87198,6
413,0,1,152.91623,5
414,3,1,239.41707,4
415,4,1,218.88222,7
416,4,1,258.4682,3
417,6,1,188.8598,6
418,5,1,280.84286,9
419,4,1,220.32094,9
420,6,1,271.99863,7
421,5,1,239.70117,4
422,4,1,224.61465,7
423,5,1,188.4354,9
424,1,1,52.819443,3
425,4,1,141.52736,3
426,4,1,173.36288,7
427,7,1,258.8333,0
428,2,1,347.83838,8
429,3,1,155.53363,4
430,2,1,240.21486,8
431,7,1,136.50626,0
432,1,1,45.142353,1
433,8,1,233.46297,7
434,1,1,37.877438,1
435,8,1,196.69089,8
436,1,1,52.45065,1
437,8,1,278.94046,6
438,5,1,127.788246,9
439,0,1,170.24535,4
440,8,1,272.5603,7
441,9,1,197.20068,7
442,2,1,424.43857,4
443,5,1,225.60953,4
444,0,1,258.49316,5
445,1,1,68.10397,3
446,1,1,80.67573,0
447,1,1,74.75421,3
448,0,1,263.21756,5
449,9,1,159.9415,3
450,0,1,162.49142,5
451,3,1,123.544754,9
452,1,1,71.00845,1
453,6,1,116.5376,6
454,4,1,150.11212,7
455,2,1,263.82248,0
456,3,1,306.6254,5
457,6,1,201.24466,6
458,1,1,61.78843,0
459,1,1,62.04963,3
460,1,1,55.916557,1
461,3,1,142.39517,2
462,9,1,153.1203,3
463,5,1,203.21216,4
464,2,1,285.7431,8
465,9,1,261.05862,3
466,4,1,273.06067,9
467,5,1,223.6889,7
468,9,1,244.67105,3
469,3,1,126.91189,2
470,9,1,143.7638,3
471,0,1,204.32753,5
472,3,1,130.25641,2
473,6,1,189.58331,8
474,5,1,188.63469,1
475,5,1,222.00311,5
476,7,1,145.15059,3
477,2,1,437.16437,7
478,2,1,428.04657,5
479,7,1,102.63426,0
480,1,1,69.350296,0
481,2,1,289.29672,9
482,8,1,232.07985,3
483,4,1,137.11395,7
484,1,1,67.92194,1
485,7,1,91.97805,3
486,3,1,127.72975,2
487,3,1,141.80893,2
488,8,1,229.76402,6
489,8,1,294.1808,0
490,7,1,90.9161,0
491,9,1,247.29283,7
492,2,1,343.42426,0
493,2,1,292.09253,8
494,4,1,144.65486,7
495,1,1,63.52995,3
496,5,1,180.81671,4
497,9,1,279.9338,7
498,8,1,377.22232,6
499,7,1,193.92621,3
500,2,1,166.11282,0
501,3,1,310.23196,9
502,0,1,116.206215,4
503,4,1,232.92166,9
504,4,1,196.83159,7
505,2,1,204.30443,8
506,4,1,277.5581,7
507,1,1,71.364494,3
508,9,1,100.92072,3
509,5,1,186.52531,9
510,7,1,88.6708,3
511,7,1,122.740616,3
512,2,1,203.35289,0
513,8,1,165.68932,3
514,2,1,372.46817,7
515,6,1,245.83388,4
516,8,1,253.38387,8
517,5,1,193.8333,1
518,7,1,166.23222,3
519,7,1,88.40469,3
520,9,1,178.12526,3
521,1,1,77.26259,3
522,8,1,178.73079,5
523,1,1,96.87478,3
524,8,1,353.01315,9
525,0,1,181.06354,4
526,3,1,180.8049,2
527,0,1,193.75931,4
528,1,1,59.679718,3
529,9,1,217.80405,7
530,9,1,281.1458,3
531,4,1,118.00109,7
532,1,1,42.218803,1
533,8,1,292.36328,3
534,2,1,313.5186,8
535,1,1,72.92811,3
536,2,1,261.3938,8
537,9,1,196.07356,7
538,7,1,143.4833,0
539,5,1,175.71301,9
540,9,1,171.6831,7
541,2,1,327.11707,6
542,6,1,162.80295,6
543,4,1,351.74518,3
544,1,1,73.27573,1
545,5,1,180.79121,9
546,8,1,296.7459,6
547,2,1,337.96393,8
548,9,1,214.13692,7
549,2,1,295.37274,6
550,0,1,114.03366,4
551,4,1,117.618286,7
552,0,1,190.07072,4
553,0,1,127.2202,4
554,2,1,324.6375,8
555,8,1,165.41664,8
556,4,1,250.7204,6
557,7,1,255.12157,3
558,1,1,55.38281,3
559,2,1,283.03284,9
560,4,1,223.05286,1
561,0,1,214.72517,4
562,2,1,242.68207,8
563,7,1,114.033485,3
564,4,1,218.53375,7
565,3,1,209.82634,2
566,3,1,125.29946,2
567,0,1,359.3234,5
568,0,1,143.27545,5
569,3,1,304.96313,9
570,1,1,68.48924,3
571,9,1,235.28734,7
572,6,1,197.38307,8
573,5,1,134.16455,9
574,2,1,365.44452,4
575,5,1,375.93835,9
576,9,1,136.17268,3
577,2,1,183.84879,0
578,9,1,108.33572,3
579,3,1,153.0229,2
580,0,1,140.54175,4
581,4,1,142.06807,7
582,2,1,270.3501,9
583,0,1,174.20596,4
584,7,1,193.74635,3
585,1,1,48.890114,1
586,1,1,45.648476,1
587,2,1,253.69943,8
588,1,1,38.279575,1
589,5,1,351.4172,9
590,3,1,177.91513,2
591,3,1,163.42296,2
592,9,1,116.49014,7
593,7,1,194.73074,3
594,8,1,426.87808,4
595,6,1,128.0182,6
596,5,1,135.04626,2
597,6,1,235.61758,7
598,1,1,45.90804,1
599,3,1,217.168,4
600,8,1,192.88637,9
601,1,1,68.00947,3
602,0,1,138.86108,5
603,5,1,341.71213,7
604,1,1,53.396614,1
605,3,1,153.34412,3
606,1,1,78.738914,3
607,5,1,234.876,9
608,5,1,268.95422,4
609,6,1,253.08249,6
610,1,1,81.89275,0
611,8,1,202.02184,8
612,5,1,221.76657,5
613,1,1,58.283722,1
614,7,1,196.47923,3
615,9,1,196.54022,3
616,4,1,272.97055,9
617,6,1,198.09543,6
618,2,1,297.57886,3
619,2,1,240.68356,9
620,5,1,255.44604,9
621,0,1,169.42787,5
622,6,1,275.53867,6
623,5,1,309.83646,9
624,6,1,119.165245,6
625,3,1,213.45811,9
626,7,1,113.47838,3
627,2,1,278.0254,8
628,0,1,219.14917,4
629,8,1,209.3751,8
630,8,1,211.0117,7
631,5,1,155.64209,9
632,4,1,110.8383,3
633,1,1,45.240402,1
634,1,1,46.877083,1
635,4,1,120.80397,7
636,0,1,206.55457,4
637,3,1,160.74866,3
638,3,1,146.73747,2
639,7,1,81.97239,3
640,6,1,163.51842,6
641,1,1,43.019268,1
642,6,1,131.39604,6
643,2,1,232.75998,9
644,1,1,72.32599,0
645,9,1,154.07536,3
646,2,1,518.79224,4
647,8,1,273.8558,7
648,6,1,121.365585,6
649,1,1,53.45729,1
650,9,1,213.95482,7
651,5,1,191.65883,4
652,2,1,367.93655,8
653,5,1,197.57394,9
654,4,1,159.0835,7
655,4,1,217.98671,9
656,2,1,436.9246,4
657,8,1,154.34149,8
658,3,1,400.202,9
659,8,1,221.69226,1
660,2,1,289.75284,4
661,4,1,273.95825,9
662,5,1,319.07892,4
663,0,1,180.78871,4
664,3,1,167.20523,4
665,1,1,93.60436,3
666,7,1,129.02623,3
667,7,1,109.53906,0
668,5,1,257.33636,5
669,7,1,141.68132,3
670,9,1,167.74387,3
671,7,1,119.042145,3
672,1,1,45.889965,1
673,9,1,148.8138,3
674,2,1,324.16907,7
675,1,1,78.56309,3
676,4,1,143.56477,7
677,2,1,328.76602,4
678,9,1,96.46193,3
679,2,1,350.4669,8
680,0,1,134.36447,4
681,4,1,277.13443,7
682,9,1,123.06517,1
683,1,1,57.835777,3
684,4,1,173.06529,7
685,8,1,268.7264,7
686,1,1,53.658764,1
687,8,1,245.15234,9
688,4,1,226.0649,7
689,5,1,184.76466,9
690,9,1,126.86215,3
691,8,1,200.86548,2
692,8,1,259.6274,7
693,3,1,277.72974,2
694,7,1,104.07454,3
695,6,1,109.47597,6
696,0,1,307.92645,5
697,0,1,138.80478,5
698,3,1,172.25372,2
699,0,1,176.35518,7
700,2,1,168.84825,8
701,6,1,239.04666,4
702,6,1,180.04977,6
703,4,1,259.3354,7
704,9,1,163.75066,8
705,3,1,349.3549,4
706,3,1,173.98296,2
707,3,1,181.01001,2
708,2,1,321.3006,8
709,3,1,328.62396,4
710,9,1,183.34906,7
711,1,1,55.444633,1
712,2,1,203.71286,0
713,6,1,125.864914,6
714,8,1,191.73912,8
715,0,1,137.60854,4
716,5,1,235.85834,9
717,6,1,440.73276,7
718,6,1,408.1737,6
719,6,1,139.88861,6
720,3,1,238.69147,3
721,8,1,301.70062,5
722,8,1,148.83789,8
723,2,1,307.30408,3
724,7,1,239.02586,0
725,5,1,359.11945,9
726,8,1,151.77242,8
727,9,1,99.02468,3
728,6,1,241.41138,6
729,1,1,42.531235,3
730,8,1,327.20877,7
731,4,1,213.4784,9
732,1,1,60.074207,1
733,2,1,312.4128,8
734,5,1,204.28868,9
735,9,1,256.63464,7
736,1,1,98.077065,0
737,9,1,117.52409,3
738,7,1,166.92732,3
739,5,1,213.16301,7
740,4,1,168.9764,3
741,0,1,124.10886,4
742,8,1,276.55334,7
743,9,1,129.88388,3
744,9,1,136.5994,1
745,1,1,48.722195,1
746,0,1,243.25186,9
747,5,1,265.16446,2
748,2,1,219.31342,8
749,3,1,205.90492,2
750,7,1,150.79527,3
751,8,1,240.93106,5
752,9,1,153.58182,7
753,4,1,127.92893,3
754,0,1,214.47096,7
755,6,1,150.45166,8
756,3,1,147.69069,2
757,9,1,323.13623,9
758,5,1,214.67816,9
759,2,1,614.288,7
760,1,1,45.669838,1
761,3,1,213.61853,2
762,1,1,87.06977,0
763,3,1,240.46971,9
764,6,1,143.35304,6
765,5,1,212.738,4
766,7,1,230.59581,0
767,4,1,159.4715,0
768,2,1,261.0755,8
769,2,1,436.63657,6
770,6,1,437.4464,6
771,3,1,238.83499,8
772,2,1,402.21613,7
773,6,1,143.06583,6
774,5,1,298.41235,9
775,4,1,126.47299,3
776,8,1,164.60504,8
777,9,1,114.98541,3
778,7,1,140.55423,3
779,1,1,168.87325,8
780,3,1,301.65747,9
781,0,1,122.47168,4
782,3,1,175.42389,2
783,8,1,458.86115,4
784,3,1,209.17015,3
785,1,1,70.25886,3
786,9,1,166.33456,7
787,3,1,244.0235,8
788,4,1,216.11661,7
789,4,1,260.3909,7
790,6,1,90.72506,6
791,4,1,293.87216,9
792,2,1,245.88733,0
793,1,1,45.075172,1
794,8,1,183.22235,8
795,2,1,440.66983,7
796,5,1,320.51526,9
797,4,1,124.24338,7
798,8,1,145.63922,7
799,8,1,196.46616,9
800,4,1,179.85208,7
801,0,1,176.45135,4
802,0,1,128.90114,4
803,2,1,211.73643,8
804,3,1,143.32916,2
805,2,1,438.13086,4
806,7,1,151.90439,0
807,7,1,175.65558,1
808,0,1,246.02548,5
809,8,1,398.79483,6
810,7,1,231.19191,0
811,4,1,129.72847,7
812,4,1,261.41727,9
813,7,1,193.52382,3
814,9,1,111.82467,3
815,6,1,316.59412,6
816,9,1,97.24853,1
817,0,1,167.32036,4
818,9,1,174.74716,7
819,8,1,164.3767,8
820,0,1,139.77536,4
821,4,1,177.29672,3
822,6,1,126.535904,9
823,0,1,123.42813,4
824,6,1,123.203156,6
825,3,1,175.46211,9
826,5,1,248.61272,4
827,4,1,229.83551,7
828,8,1,237.78105,2
829,3,1,146.59534,4
830,3,1,146.26955,2
831,9,1,135.52217,3
832,3,1,172.8778,2
833,3,1,204.85318,3
834,3,1,195.0398,8
835,7,1,139.71765,1
836,8,1,254.89616,5
837,0,1,166.12111,4
838,8,1,235.40205,8
839,2,1,318.9744,8
840,1,1,72.233826,3
841,7,1,80.29856,3
842,0,1,156.63222,4
843,6,1,224.14453,6
844,5,1,467.7891,9
845,4,1,122.65589,3
846,3,1,252.4903,4
847,8,1,168.84871,4
848,0,1,165.12291,5
849,9,1,144.21985,3
850,6,1,101.82471,6
851,3,1,248.36914,9
852,8,1,251.038,8
853,0,1,264.34137,6
854,9,1,117.881676,3
855,9,1,166.40668,7
856,6,1,110.1421,6
857,8,1,211.37918,0
858,6,1,389.44882,9
859,8,1,190.61844,3
860,5,1,256.8693,9
861,7,1,136.99422,1
862,8,1,194.55142,8
863,6,1,147.96313,6
864,0,1,150.2691,4
865,2,1,296.34143,8
866,4,1,315.9852,7
867,0,1,267.07993,4
868,2,1,428.37112,6
869,2,1,128.68799,8
870,3,1,104.440094,2
871,1,1,123.028824,8
872,9,1,161.18315,3
873,7,1,233.4415,3
874,5,1,327.4379,6
875,1,1,153.8289,3
876,0,1,167.6862,4
877,8,1,172.70747,8
878,4,1,169.92386,7
879,6,1,108.28036,6
880,2,1,166.06885,8
881,6,1,285.5798,6
882,7,1,133.63013,0
883,9,1,206.08221,7
884,3,1,169.09912,3
885,2,1,319.04074,9
886,9,1,166.32796,7
887,8,1,315.12787,9
888,2,1,286.35468,6
889,2,1,244.79088,8
890,9,1,230.39995,3
891,2,1,172.85327,8
892,7,1,166.83371,3
893,3,1,198.06139,4
894,5,1,301.32034,4
895,9,1,126.65454,1
896,1,1,55.599327,3
897,8,1,275.4224,7
898,0,1,281.6388,9
899,2,1,342.94254,4
900,0,1,168.45845,4
901,5,1,174.39188,6
902,2,1,223.1773,8
903,1,1,63.70349,3
904,3,1,216.20007,2
905,7,1,96.712944,3
906,6,1,163.43764,6
907,7,1,175.04698,3
908,1,1,75.961426,3
909,2,1,320.25528,0
910,5,1,292.5616,4
911,8,1,372.89468,5
912,0,1,183.0888,4
913,3,1,175.54558,4
914,7,1,331.30884,1
915,2,1,296.30423,3
916,4,1,134.5632,7
917,0,1,169.90979,6
918,9,1,123.56321,3
919,1,1,48.467873,1
920,8,1,208.08466,8
921,6,1,358.30328,6
922,7,1,69.244354,0
923,7,1,118.46298,0
924,4,1,223.78552,7
925,3,1,100.741554,2
926,4,1,169.54494,7
927,9,1,266.13385,9
928,1,1,42.054047,1
929,9,1,227.24237,7
930,5,1,277.94717,6
931,1,1,54.687317,1
932,7,1,294.99683,3
933,3,1,277.81387,4
934,9,1,249.03737,7
935,7,1,106.43017,3
936,6,1,169.34702,6
937,9,1,183.71048,3
938,1,1,91.7411,3
939,3,1,95.39239,2
940,7,1,266.84796,3
941,8,1,176.22849,8
942,3,1,158.7144,2
943,3,1,143.7638,2
944,6,1,124.97696,6
945,7,1,101.25621,3
946,2,1,275.4616,8
947,8,1,329.90668,3
948,5,1,232.70839,1
949,8,1,154.36961,3
950,5,1,169.45192,9
951,1,1,48.9381,1
952,1,1,81.89639,3
953,4,1,121.76666,7
954,4,1,186.39221,3
955,3,1,153.60585,3
956,1,1,69.85474,3
957,0,1,232.62607,4
958,7,1,122.14081,0
959,7,1,185.56972,3
960,0,1,198.41313,5
961,7,1,125.13773,3
962,9,1,129.90443,3
963,4,1,184.54172,3
964,4,1,174.74586,3
965,8,1,168.30618,8
966,5,1,398.73462,5
967,5,1,283.09833,4
968,4,1,217.56084,7
969,0,1,118.293205,4
970,8,1,330.84216,9
971,2,1,380.9715,2
972,1,1,95.35424,1
973,0,1,303.80585,6
974,8,1,207.44913,3
975,4,1,305.3274,9
976,5,1,408.53897,8
977,0,1,198.9821,4
978,4,1,158.95656,9
979,0,1,154.23366,4
980,6,1,97.448326,6
981,1,1,39.115986,1
982,7,1,173.4981,3
983,3,1,199.73973,2
984,2,1,232.76541,8
985,6,1,165.42603,6
986,7,1,253.62518,9
987,2,1,409.41614,7
988,6,1,248.8038,6
989,9,1,180.5594,3
990,3,1,200.04414,8
991,1,1,52.13052,3
992,4,1,336.4913,7
993,6,1,362.46933,4
994,2,1,268.70224,8
995,5,1,179.06198,4
996,4,1,137.33134,3
997,2,1,274.88324,0
998,0,1,246.49315,5
999,6,1,130.15154,6
1000,2,1,437.1321,4
1001,1,1,70.69659,0
1002,7,1,123.759995,3
1003,3,1,224.75124,3
1004,4,1,184.03915,7
1005,1,1,48.486744,1
1006,0,1,113.01152,4
1007,5,1,233.98894,5
1008,4,1,244.45163,7
1009,3,1,175.69768,2
1010,1,1,42.076214,1
1011,1,1,44.314735,3
1012,7,1,131.79155,0
1013,4,1,198.34056,7
1014,9,1,120.13146,3
1015,9,1,101.51842,3
1016,4,1,128.71764,1
1017,8,1,274.7016,6
1018,4,1,280.37097,7
1019,0,1,231.78484,4
1020,2,1,338.4409,8
1021,4,1,131.17538,7
1022,5,1,324.958,5
1023,1,1,57.84635,0
1024,1,1,52.247513,1
1025,6,1,106.93303,6
1026,4,1,162.17249,7
1027,7,1,139.05826,3
1028,1,1,69.03894,3
1029,9,1,104.83642,3
1030,4,1,124.294495,3
1031,2,1,269.3588,8
1032,4,1,308.25885,7
1033,1,1,78.164,3
1034,5,1,319.8969,6
1035,5,1,189.41135,9
1036,3,1,302.1896,4
1037,8,1,190.41293,9
1038,3,1,265.5838,4
1039,1,1,54.203514,1
1040,4,1,254.9577,7
1041,5,1,169.11295,4
1042,6,1,166.03897,6
1043,8,1,375.43054,3
1044,9,1,91.514465,3
1045,4,1,154.89246,7
1046,1,1,62.710518,1
1047,5,1,163.15273,9
1048,3,1,248.60583,2
1049,8,1,317.9789,7
1050,0,1,147.48833,5
1051,3,1,154.71263,3
1052,2,1,630.3201,7
1053,5,1,152.20744,9
1054,1,1,66.1565,3
1055,2,1,416.45093,8
1056,8,1,156.318,4
1057,3,1,419.90143,6
1058,4,1,228.9904,7
1059,4,1,241.32146,7
1060,0,1,268.17633,4
1061,8,1,157.60962,8
1062,8,1,266.7655,8
1063,3,1,222.14822,2
1064,3,1,158.25948,4
1065,1,1,48.711838,1
1066,7,1,337.87827,3
