sample_id,true_digit,is_anomaly,reconstruction_loss,leaf_assignment
126,1,1,133.98741,0
127,4,1,445.76398,0
128,1,1,127.85874,0
129,7,1,264.0329,0
130,6,1,216.71542,0
131,9,1,316.3889,1
132,6,1,245.53291,0
133,0,1,295.51486,0
134,5,1,283.15717,0
135,4,1,235.01617,1
136,9,1,273.18604,0
137,9,1,260.63052,0
138,2,1,317.46402,1
139,1,1,125.81774,0
140,9,1,221.39291,0
141,4,1,207.6606,0
142,8,1,224.43886,0
143,7,1,189.5552,0
144,3,1,267.45517,0
145,9,1,255.58434,0
146,7,1,214.69547,0
147,4,1,202.97981,0
148,4,1,175.03438,0
149,4,1,258.21417,1
150,9,1,205.80475,0
151,2,1,314.53857,0
152,5,1,248.0656,1
153,4,1,205.71954,0
154,7,1,173.35014,0
155,6,1,179.88034,0
156,7,1,307.3378,0
157,9,1,219.19559,0
158,0,1,356.99655,0
159,5,1,258.11267,0
160,8,1,361.339,0
161,5,1,219.80891,0
162,6,1,213.0648,0
163,6,1,278.18176,0
164,5,1,355.63483,0
165,7,1,417.77142,0
166,8,1,327.4735,0
167,1,1,130.91135,0
168,0,1,289.51138,0
169,1,1,149.5095,0
170,6,1,321.40704,0
171,4,1,259.47592,0
172,6,1,145.90346,0
173,7,1,262.42474,0
174,3,1,313.56213,0
175,1,1,126.5972,0
176,7,1,210.91238,0
177,1,1,85.99546,0
178,8,1,370.07983,0
179,2,1,344.95322,1
180,0,1,214.20041,0
181,2,1,231.38542,0
182,9,1,272.0463,0
183,9,1,321.7479,1
184,5,1,233.60074,0
185,5,1,245.80028,0
186,1,1,103.896835,0
187,5,1,219.68524,0
188,6,1,272.3101,0
189,0,1,205.5317,0
190,3,1,297.72647,0
191,4,1,206.27577,0
192,4,1,256.5364,0
193,6,1,234.51343,0
194,5,1,316.4398,0
195,4,1,264.35825,1
196,6,1,273.5311,0
197,5,1,261.86768,1
198,4,1,266.3575,0
199,5,1,249.50522,0
200,1,1,88.59296,0
201,4,1,211.50957,0
202,4,1,181.43597,0
203,7,1,360.79282,0
204,2,1,328.16953,0
205,3,1,287.92154,0
206,2,1,255.91855,0
207,7,1,142.76123,0
208,1,1,102.36586,0
209,8,1,298.14584,0
210,1,1,118.9155,0
211,8,1,304.18967,0
212,1,1,120.246605,0
213,8,1,338.7887,0
214,5,1,211.95319,0
215,0,1,402.44336,0
216,8,1,317.3024,0
217,9,1,208.04173,0
218,2,1,365.9597,0
219,5,1,296.1902,0
220,0,1,281.3641,0
221,1,1,106.24464,0
222,1,1,147.8169,0
223,1,1,143.76236,0
224,0,1,301.82864,1
225,9,1,281.03903,0
226,0,1,298.8955,1
227,3,1,181.12717,0
228,1,1,131.89163,0
229,6,1,200.67131,1
230,4,1,221.12747,0
231,2,1,319.03262,0
232,3,1,291.4709,1
233,6,1,395.27905,0
234,1,1,101.93229,0
235,1,1,95.42248,0
236,1,1,127.83152,0
237,3,1,206.03601,0
238,9,1,248.24045,0
239,5,1,389.46933,1
240,2,1,267.3606,0
241,9,1,308.66943,0
242,4,1,281.685,0
243,5,1,212.1965,0
244,9,1,289.1406,0
245,3,1,197.6982,0
246,9,1,281.08533,0
247,0,1,227.41176,1
248,3,1,304.49182,0
249,6,1,199.29971,1
250,5,1,198.38866,0
251,5,1,260.29626,0
252,7,1,292.55893,0
253,2,1,268.33948,1
254,2,1,400.79544,1
255,7,1,198.16643,0
256,1,1,113.47965,0
257,2,1,334.88586,0
258,8,1,333.3594,1
259,4,1,167.62419,0
260,1,1,126.567955,0
261,7,1,152.0927,0
262,3,1,184.08214,0
263,3,1,172.94817,0
264,8,1,307.15793,0
265,8,1,331.81116,0
266,7,1,170.90259,0
267,9,1,249.65599,0
268,2,1,323.6126,0
269,2,1,231.63708,0
270,4,1,301.84344,1
271,1,1,89.713524,0
272,5,1,259.8496,0
273,9,1,272.36145,1
274,8,1,373.31683,0
275,7,1,209.05849,0
276,2,1,237.18866,0
277,3,1,226.5965,0
278,0,1,435.0617,1
279,4,1,238.04727,0
280,4,1,292.6079,1
281,2,1,186.94809,0
282,4,1,302.44916,1
283,1,1,105.502396,0
284,9,1,296.79883,0
285,5,1,230.43259,0
286,7,1,210.19846,0
287,7,1,187.56583,0
288,2,1,228.00879,0
289,8,1,199.34627,0
290,2,1,286.34772,1
291,6,1,453.8249,1
292,8,1,286.74347,0
293,5,1,189.15312,0
294,7,1,276.12378,0
295,7,1,199.21947,0
296,9,1,207.16971,0
297,1,1,120.82618,0
298,8,1,317.79126,0
299,1,1,106.28989,0
300,8,1,291.55225,1
301,0,1,341.2779,0
302,3,1,253.54784,1
303,0,1,315.45578,1
304,1,1,94.746254,0
305,9,1,338.72543,0
306,9,1,351.25793,0
307,4,1,298.91727,0
308,1,1,145.97374,0
309,8,1,337.73575,0
310,2,1,368.2806,0
311,1,1,102.94232,0
312,2,1,239.42574,0
313,9,1,242.20605,0
314,7,1,191.31908,0
315,5,1,199.65692,0
316,9,1,276.4598,0
317,2,1,327.49658,0
318,6,1,239.65782,0
319,4,1,275.49393,1
320,1,1,150.84305,0
321,5,1,227.39009,0
322,8,1,319.15286,0
323,2,1,319.19998,0
324,9,1,292.2854,0
325,2,1,358.2872,0
326,0,1,286.25446,0
327,4,1,276.46356,0
328,0,1,338.2587,0
329,0,1,386.46176,0
330,2,1,347.56436,0
331,8,1,266.06332,0
332,4,1,221.2072,1
333,7,1,314.96118,1
334,1,1,91.817085,0
335,2,1,229.76097,0
336,4,1,217.05211,0
337,0,1,434.396,1
338,2,1,218.6437,0
339,7,1,179.76364,0
340,4,1,286.12662,0
341,3,1,247.63539,0
342,3,1,231.37086,0
343,0,1,506.1452,1
344,0,1,282.53827,1
345,3,1,300.6537,0
346,1,1,99.59153,0
347,9,1,312.17758,1
348,6,1,251.21268,0
349,5,1,237.8369,0
350,2,1,295.75992,1
351,5,1,343.69617,1
352,9,1,157.28658,0
353,2,1,218.07585,0
354,9,1,258.3172,0
355,3,1,278.84195,0
356,0,1,232.41447,0
357,4,1,219.39157,0
358,2,1,244.3356,0
359,0,1,267.33167,0
360,7,1,180.704,0
361,1,1,111.90421,0
362,1,1,108.79044,0
363,2,1,225.18633,0
364,1,1,115.25114,0
365,5,1,325.29584,0
366,3,1,288.3483,1
367,3,1,208.22302,0
368,9,1,320.0075,1
369,7,1,217.16995,0
370,8,1,397.99344,1
371,6,1,236.01682,0
372,5,1,175.52821,0
373,6,1,204.29813,0
374,1,1,116.3546,0
375,3,1,294.49207,1
376,8,1,258.88678,0
377,1,1,105.95447,0
378,0,1,175.17513,1
379,5,1,321.30313,0
380,1,1,147.45872,0
381,3,1,228.78041,0
382,1,1,105.29002,0
383,5,1,320.4119,1
384,5,1,381.87564,1
385,6,1,353.19516,1
386,1,1,111.270515,0
387,8,1,207.6471,0
388,5,1,294.61377,0
389,1,1,119.63199,0
390,7,1,228.53432,0
391,9,1,278.9293,0
392,4,1,245.3254,1
393,6,1,316.372,0
394,2,1,316.83368,0
395,2,1,227.59459,0
396,5,1,291.52188,0
397,0,1,221.68468,0
398,6,1,292.44653,0
399,5,1,353.2386,0
400,6,1,249.89977,0
401,3,1,287.89346,1
402,7,1,225.24326,0
403,2,1,297.2894,0
404,0,1,360.951,0
405,8,1,341.11313,0
406,8,1,295.3322,0
407,5,1,261.82098,0
408,4,1,237.98665,0
409,1,1,114.194466,0
410,1,1,105.79658,0
411,4,1,185.59384,0
412,0,1,409.45752,1
413,3,1,209.98158,0
414,3,1,198.51776,1
415,7,1,183.64781,0
416,6,1,230.46136,0
417,1,1,107.44554,0
418,6,1,205.77588,0
419,2,1,221.13551,0
420,1,1,108.014626,0
421,9,1,202.33353,0
422,2,1,392.26636,1
423,8,1,338.41714,0
424,6,1,149.72214,0
425,1,1,120.228645,0
426,9,1,210.98969,0
427,5,1,283.9793,0
428,2,1,268.3428,0
429,5,1,250.92165,0
430,4,1,264.4371,0
431,4,1,324.607,1
432,2,1,289.7532,1
433,8,1,258.44833,0
434,3,1,353.4537,1
435,8,1,244.18018,0
436,2,1,275.36243,0
437,4,1,257.79886,1
438,5,1,355.09305,1
439,0,1,336.15973,0
440,3,1,316.7057,0
441,1,1,129.68523,0
442,7,1,259.4955,0
443,7,1,166.31364,0
444,5,1,223.34674,1
445,7,1,301.13965,1
446,9,1,215.69023,0
447,7,1,228.68399,0
448,1,1,142.08401,0
449,9,1,160.21727,0
450,2,1,275.02786,0
451,1,1,103.3419,0
452,4,1,178.55237,0
453,2,1,298.29175,0
454,9,1,246.24335,0
455,2,1,296.3546,0
456,0,1,343.71234,0
457,4,1,345.6648,0
458,9,1,188.7452,0
459,1,1,91.08119,0
460,4,1,257.68292,0
461,8,1,296.6574,0
462,1,1,133.5375,0
463,8,1,302.43262,0
464,4,1,217.7948,0
465,5,1,294.54474,0
466,9,1,234.15063,0
467,8,1,267.71454,0
468,8,1,232.7475,0
469,3,1,310.29828,1
470,7,1,258.78604,0
471,6,1,207.97188,0
472,0,1,428.98456,1
473,0,1,207.63652,0
474,3,1,220.62514,1
475,0,1,205.54277,0
476,2,1,347.2314,0
477,6,1,293.30447,0
478,6,1,311.18866,0
479,4,1,221.97752,1
480,9,1,314.8294,0
481,3,1,316.49994,1
482,3,1,284.03455,0
483,3,1,188.9324,1
484,2,1,238.163,0
485,3,1,342.85342,0
486,9,1,297.78784,0
487,1,1,130.58244,0
488,2,1,215.55515,0
489,6,1,288.04626,1
490,8,1,283.03714,0
491,0,1,345.33688,0
492,5,1,196.30748,0
493,6,1,412.94473,1
494,6,1,403.1981,1
495,6,1,355.68158,1
496,3,1,297.60934,0
497,8,1,309.57935,1
498,8,1,304.01282,1
499,2,1,247.98836,0
500,7,1,347.85223,0
501,5,1,289.3853,0
502,8,1,297.0081,0
503,9,1,178.73141,0
504,6,1,322.98898,0
505,1,1,86.86024,0
506,8,1,324.26376,0
507,4,1,222.61966,1
508,1,1,104.50045,0
509,2,1,302.11728,0
510,5,1,242.25316,0
511,9,1,265.68866,0
512,1,1,133.47389,0
513,9,1,236.55148,0
514,7,1,238.65991,0
515,5,1,192.63644,0
516,4,1,234.29414,0
517,0,1,219.1141,0
518,8,1,324.49875,0
519,9,1,230.82378,0
520,9,1,207.47289,0
521,1,1,143.17232,0
522,0,1,269.6834,0
523,5,1,208.33702,0
524,2,1,281.63254,0
525,3,1,301.34958,1
526,7,1,302.14307,0
527,8,1,242.88374,1
528,9,1,248.34712,0
529,4,1,180.53688,0
530,0,1,227.46675,0
531,6,1,174.23117,0
532,3,1,184.6623,1
533,9,1,322.0852,1
534,5,1,205.41377,0
535,2,1,299.6986,1
536,1,1,110.45932,0
537,3,1,316.84982,0
538,1,1,121.86365,0
539,3,1,291.95715,0
540,6,1,271.00153,1
541,5,1,239.45857,0
542,7,1,278.60596,0
543,4,1,132.23134,0
544,2,1,217.6108,0
545,2,1,334.8022,1
546,6,1,416.21976,0
547,3,1,200.64365,0
548,2,1,318.58066,0
549,6,1,249.85515,0
550,5,1,300.60492,0
551,4,1,158.95966,0
552,8,1,205.56618,0
553,9,1,208.08582,0
554,7,1,313.71768,0
555,1,1,183.85896,0
556,3,1,334.85327,1
557,0,1,312.11087,0
558,3,1,375.33777,1
559,8,1,359.63693,1
560,3,1,227.09267,0
561,1,1,121.23584,0
562,9,1,225.05353,0
563,3,1,206.74226,0
564,4,1,235.27844,0
565,4,1,246.2659,1
566,6,1,205.82312,0
567,4,1,375.50107,1
568,2,1,223.14159,0
569,1,1,136.46097,0
570,8,1,171.12296,0
571,2,1,259.3234,1
572,5,1,302.6232,0
573,4,1,251.80994,1
574,8,1,189.6745,0
575,8,1,255.17522,0
576,4,1,268.0252,1
577,0,1,239.18555,0
578,0,1,347.68793,0
579,2,1,256.2288,0
580,3,1,233.22258,1
581,2,1,391.8352,1
582,7,1,200.68848,0
583,7,1,190.94391,0
584,0,1,262.15402,1
585,8,1,332.72,0
586,7,1,288.5848,0
587,4,1,222.10051,0
588,4,1,251.98564,1
589,7,1,243.29448,0
590,9,1,181.0724,0
591,6,1,415.64877,1
592,9,1,169.61514,0
593,0,1,324.14514,0
594,9,1,247.76501,0
595,8,1,263.141,0
596,0,1,262.1003,0
597,4,1,201.55293,0
598,6,1,175.08876,0
599,0,1,230.67398,0
600,6,1,270.39124,0
601,3,1,280.45886,0
602,5,1,274.8573,0
603,4,1,261.19305,0
604,8,1,256.50778,0
605,3,1,292.5241,1
606,3,1,334.82877,1
607,9,1,245.47339,0
608,3,1,221.91096,1
609,3,1,237.87988,0
610,3,1,339.88562,0
611,7,1,179.60149,0
612,8,1,393.28012,0
613,0,1,411.96072,1
614,8,1,197.07625,0
615,2,1,324.08316,0
616,1,1,91.298996,0
617,7,1,212.55222,0
618,0,1,227.246,0
619,6,1,332.20276,1
620,5,1,352.73688,0
621,4,1,191.01299,0
622,3,1,240.89429,1
623,8,1,277.56412,0
624,0,1,264.7037,0
625,9,1,176.80565,0
626,6,1,226.90506,0
627,3,1,290.1538,1
628,8,1,288.00723,1
629,0,1,282.79596,0
630,9,1,217.6938,0
631,9,1,285.50015,1
632,6,1,172.23137,0
633,8,1,258.9531,0
634,6,1,425.67276,1
635,8,1,252.27681,0
636,5,1,257.39758,0
637,7,1,160.2543,0
638,8,1,272.07397,0
639,6,1,289.85345,0
640,0,1,371.7772,0
641,2,1,254.92308,0
642,4,1,211.416,1
643,0,1,390.31122,1
644,2,1,364.193,0
645,2,1,172.89905,0
646,3,1,157.87752,0
647,1,1,130.44116,0
648,9,1,211.37439,0
649,7,1,316.56033,0
650,5,1,221.00708,0
651,1,1,260.4735,0
652,0,1,261.90137,0
653,8,1,239.22408,0
654,4,1,327.31155,1
655,6,1,271.88217,1
656,2,1,193.0678,0
657,6,1,332.71768,0
658,7,1,305.1033,0
659,9,1,232.17766,0
660,3,1,224.02821,0
661,2,1,287.06067,0
662,9,1,239.6551,0
663,8,1,336.8821,1
664,2,1,383.98337,0
665,2,1,302.36172,0
666,9,1,343.714,1
667,2,1,198.98488,0
668,7,1,270.5057,0
669,3,1,228.06273,1
670,5,1,232.91844,0
671,9,1,160.56146,0
672,1,1,96.76525,0
673,8,1,292.8092,0
674,0,1,262.59885,0
675,2,1,262.74655,0
676,0,1,333.34094,1
677,5,1,236.45499,0
678,2,1,220.68161,0
679,1,1,91.63461,0
680,3,1,262.7643,1
681,7,1,185.03227,0
682,6,1,190.87943,0
683,7,1,316.7172,0
684,1,1,132.75908,0
685,2,1,247.02838,0
686,5,1,405.95602,0
687,8,1,373.28897,1
688,0,1,402.07858,0
689,3,1,204.23175,1
690,7,1,361.8056,1
691,2,1,201.29353,0
692,4,1,256.4288,0
693,0,1,271.83896,0
694,9,1,219.6713,0
695,1,1,104.67685,0
696,8,1,351.71448,0
697,6,1,440.26785,0
698,7,1,137.28996,0
699,7,1,140.63583,0
700,4,1,262.17203,0
701,3,1,215.74814,0
702,4,1,199.19211,0
703,9,1,355.9128,0
704,1,1,136.24432,0
705,9,1,297.10217,0
706,5,1,247.6338,0
707,1,1,102.31319,0
708,7,1,356.3052,0
709,3,1,250.03944,1
710,9,1,318.1554,0
711,7,1,189.50475,0
712,6,1,327.29385,1
713,9,1,307.2241,1
714,1,1,106.78806,0
715,3,1,232.55875,0
716,7,1,315.62683,0
717,8,1,280.55807,0
718,3,1,273.66452,0
719,3,1,255.43167,0
720,6,1,255.36388,0
721,7,1,156.73451,0
722,2,1,356.32776,0
723,8,1,368.83456,1
724,5,1,233.1819,0
725,8,1,275.61176,0
726,5,1,214.29663,0
727,1,1,135.29442,0
728,1,1,131.60748,0
729,4,1,268.70163,1
730,4,1,323.3312,1
731,3,1,290.3397,1
732,1,1,122.81101,0
733,0,1,293.7908,0
734,7,1,179.6063,0
735,7,1,248.96587,0
736,0,1,249.90659,0
737,7,1,225.39963,0
738,9,1,259.16827,0
739,4,1,216.5957,0
740,4,1,303.5436,1
741,8,1,323.09192,0
742,5,1,273.13403,1
743,5,1,333.32907,0
744,4,1,220.27954,1
745,0,1,307.2729,0
746,8,1,302.21887,0
747,2,1,369.92194,0
748,1,1,144.70801,0
749,0,1,351.75317,0
750,8,1,353.22427,0
751,4,1,284.37393,1
752,5,1,379.8024,0
753,0,1,352.61896,0
754,4,1,216.21878,1
755,0,1,241.52899,0
756,6,1,178.20097,0
757,1,1,123.54104,0
758,7,1,179.23944,0
759,3,1,274.60446,0
760,2,1,337.8387,0
761,6,1,263.1701,1
762,7,1,234.8487,0
763,2,1,293.39285,1
764,6,1,466.9467,1
765,9,1,244.2362,0
766,3,1,231.36333,0
767,1,1,98.27832,0
768,4,1,408.4326,1
769,6,1,430.93134,1
770,2,1,295.02557,0
771,5,1,225.55885,0
772,4,1,200.53508,0
773,2,1,222.77806,0
774,0,1,257.76492,0
775,6,1,225.27725,0
776,2,1,384.35016,1
777,1,1,130.97888,0
778,7,1,181.48413,0
779,3,1,257.69095,0
780,4,1,286.21524,0
781,1,1,113.53055,0
782,0,1,288.34512,0
783,5,1,286.32553,1
784,4,1,246.28874,1
785,3,1,297.6973,0
786,1,1,139.00546,0
787,1,1,82.72625,0
788,7,1,257.32852,0
789,4,1,172.37877,0
790,9,1,248.1635,0
791,9,1,201.37024,0
792,4,1,172.6749,0
793,8,1,234.9253,0
794,4,1,323.87152,1
795,0,1,363.12692,0
796,2,1,389.87048,0
797,4,1,220.9923,0
798,5,1,295.54803,1
799,1,1,115.733154,0
800,1,1,118.217415,0
801,6,1,216.09311,0
802,4,1,308.37207,0
803,7,1,346.72852,0
804,1,1,94.74085,0
805,9,1,202.01462,0
806,4,1,168.3859,0
807,2,1,293.9435,0
808,4,1,283.86075,1
809,1,1,112.50093,0
810,5,1,294.52176,0
811,5,1,212.50737,0
812,3,1,362.9625,1
813,8,1,225.82018,0
814,3,1,217.29782,1
815,1,1,90.970184,0
816,4,1,299.62213,0
817,5,1,298.92505,1
818,6,1,237.8048,0
819,8,1,449.7215,0
820,9,1,211.35152,0
821,4,1,231.28159,0
822,1,1,150.78435,0
823,5,1,297.6784,0
824,3,1,191.57191,1
825,8,1,338.98245,0
826,0,1,174.84525,0
827,3,1,186.35762,0
828,2,1,354.03723,1
829,5,1,200.36893,0
830,1,1,105.72167,0
831,2,1,315.243,0
832,8,1,243.32137,1
833,3,1,291.88074,1
834,4,1,295.30264,1
835,4,1,280.91385,1
836,0,1,389.33774,1
837,8,1,257.59436,0
838,8,1,308.43988,0
839,3,1,274.10855,1
840,3,1,292.31323,1
841,1,1,104.2227,0
842,7,1,426.16504,0
843,3,1,259.64273,0
844,5,1,328.54416,0
845,9,1,295.36166,0
846,6,1,212.20233,0
847,3,1,293.90582,1
848,2,1,287.35648,0
849,6,1,334.7916,0
850,1,1,133.45288,0
851,3,1,288.18756,1
852,6,1,243.39796,0
853,0,1,311.6533,0
854,7,1,336.11844,0
855,2,1,332.89413,0
856,1,1,134.87187,0
857,7,1,278.2302,0
858,1,1,117.611046,0
859,4,1,197.97704,0
860,2,1,307.62805,0
861,4,1,245.06502,1
862,2,1,258.10767,0
863,1,1,135.13089,0
864,7,1,175.36212,0
865,9,1,251.31728,0
866,6,1,277.4512,0
867,1,1,123.924385,0
868,1,1,134.08693,0
869,2,1,249.98328,0
870,4,1,268.52188,1
871,8,1,246.59746,1
872,1,1,119.98357,0
873,7,1,319.01904,0
874,7,1,170.78835,0
875,4,1,271.2961,1
876,8,1,259.079,0
877,0,1,236.47003,0
878,7,1,217.2423,0
879,3,1,254.50447,1
880,1,1,114.57588,0
881,3,1,287.3963,0
882,1,1,134.72006,0
883,0,1,221.25694,1
884,7,1,202.11629,0
885,7,1,205.28084,0
886,0,1,288.10184,0
887,3,1,204.56166,1
888,5,1,252.55698,0
889,5,1,216.1027,0
890,2,1,350.41687,0
891,7,1,167.53488,0
892,6,1,262.6286,0
893,6,1,219.6371,0
894,9,1,278.85672,0
895,2,1,264.81912,0
896,8,1,375.85803,1
897,3,1,268.67767,0
898,5,1,264.8626,0
899,2,1,277.60284,0
900,2,1,260.6015,0
901,5,1,339.49622,0
902,6,1,228.855,0
903,0,1,206.06213,0
904,8,1,277.16223,0
905,2,1,322.0415,0
906,9,1,159.65738,0
907,2,1,390.13797,0
908,8,1,287.85568,1
909,8,1,360.5645,1
910,8,1,277.19025,1
911,8,1,296.8177,0
912,7,1,222.24942,0
913,4,1,332.50528,0
914,9,1,184.77623,0
915,3,1,212.08987,0
916,0,1,284.102,0
917,6,1,191.10335,0
918,6,1,267.5341,0
919,3,1,236.95496,0
920,2,1,326.817,0
921,1,1,113.274574,0
922,3,1,285.09232,1
923,2,1,247.23306,0
924,2,1,379.27325,0
925,9,1,311.95834,1
926,3,1,312.25137,1
927,0,1,305.43124,0
928,0,1,304.52545,0
929,5,1,303.0044,0
930,7,1,238.71901,0
931,8,1,271.35278,1
932,1,1,143.31061,0
933,4,1,203.78584,1
934,4,1,226.80267,0
935,6,1,388.24478,1
936,0,1,391.39963,0
937,2,1,351.2667,1
938,9,1,287.54947,0
939,1,1,118.01726,0
940,4,1,200.14864,0
941,7,1,234.90805,0
942,4,1,228.56038,0
943,7,1,275.97272,0
944,3,1,235.32098,1
945,9,1,332.19388,1
946,8,1,226.50261,0
947,8,1,235.1487,0
948,4,1,274.39575,1
949,7,1,211.68317,0
950,1,1,91.06365,0
951,2,1,217.53215,0
952,1,1,126.18301,0
953,2,1,359.90936,0
954,2,1,294.36343,0
955,3,1,194.99202,1
956,2,1,333.7956,0
957,3,1,203.9036,1
958,2,1,291.2594,0
959,3,1,325.9348,1
960,9,1,316.9452,0
961,1,1,123.92119,0
962,7,1,215.96492,0
963,4,1,176.40622,0
964,0,1,370.983,0
965,3,1,264.9782,1
966,5,1,305.60254,1
967,5,1,269.7905,0
968,8,1,392.80136,0
969,6,1,379.6757,1
970,3,1,281.59174,0
971,2,1,340.34082,0
972,6,1,246.79242,0
973,7,1,297.1368,0
974,6,1,199.72069,0
975,6,1,259.43042,0
976,3,1,217.37175,0
977,2,1,333.56464,0
978,7,1,200.54129,0
979,8,1,319.93314,0
980,1,1,101.58008,0
981,1,1,95.27522,0
982,7,1,217.01163,0
983,5,1,312.52335,1
984,6,1,274.41818,0
985,4,1,151.0143,0
986,9,1,206.88782,0
987,5,1,230.31741,0
988,1,1,180.96109,0
989,3,1,291.648,0
990,3,1,277.64316,1
991,4,1,181.31339,0
992,7,1,161.33759,0
993,8,1,250.60089,0
994,9,1,225.13612,0
995,1,1,133.69673,0
996,1,1,110.529945,0
997,6,1,277.9344,1
998,9,1,168.23468,0
999,1,1,119.80072,0
1000,4,1,219.1911,0
1001,4,1,248.14224,0
1002,5,1,230.15207,0
1003,4,1,333.23807,1
1004,0,1,324.31625,0
1005,6,1,362.70407,0
1006,2,1,312.4255,0
1007,2,1,367.83444,0
1008,3,1,240.14398,0
1009,1,1,128.7581,0
1010,5,1,304.38828,0
1011,1,1,99.74937,0
1012,2,1,249.6683,0
1013,0,1,234.0315,0
1014,3,1,275.40054,0
1015,8,1,214.794,0
1016,1,1,96.70678,0
1017,2,1,395.5042,1
1018,6,1,222.43568,0
1019,7,1,191.88463,0
1020,1,1,94.35776,0
1021,6,1,247.19734,0
1022,2,1,336.76624,0
1023,3,1,339.42914,1
1024,9,1,263.26514,1
1025,0,1,249.13586,1
1026,1,1,204.52107,0
1027,2,1,342.7491,1
1028,2,1,263.7413,0
1029,0,1,225.52007,0
1030,8,1,341.70578,1
1031,9,1,254.49756,0
1032,9,1,129.2501,0
1033,0,1,210.56711,0
1034,2,1,225.68687,0
1035,5,1,253.69176,1
1036,1,1,106.60849,0
1037,9,1,235.70311,0
1038,7,1,206.43506,0
1039,8,1,210.82532,0
1040,1,1,96.29965,0
1041,0,1,359.0017,0
1042,4,1,308.24115,1
1043,1,1,113.859955,0
1044,7,1,198.3926,0
1045,9,1,228.86691,0
1046,6,1,219.22209,0
1047,4,1,134.03543,0
1048,2,1,332.8868,0
1049,6,1,401.68738,1
1050,8,1,300.73325,1
1051,1,1,105.14035,0
1052,3,1,244.3079,0
1053,7,1,274.93393,0
1054,5,1,303.94876,0
1055,4,1,351.0002,1
1056,4,1,191.98624,0
1057,1,1,147.74864,0
1058,8,1,274.19833,0
1059,1,1,125.684975,0
1060,3,1,327.8751,1
1061,8,1,249.82716,0
1062,1,1,118.05311,0
1063,2,1,289.98398,0
1064,5,1,382.76385,1
1065,8,1,350.1503,0
1066,0,1,229.28772,0
1067,6,1,322.7743,1
